"id","timestamp","detail","level"
78656,"2026-07-02 21:32:13.255544",Starting update loop: 26197,DEBUG
78657,"2026-07-02 21:32:13.605990",no target found,INFO
78658,"2026-07-02 21:32:13.620360",Ending update loop: 26197,DEBUG
78659,"2026-07-02 21:32:14.254708",Starting update loop: 26198,DEBUG
78660,"2026-07-02 21:32:14.487510",no target found,INFO
78661,"2026-07-02 21:32:14.509686",Ending update loop: 26198,DEBUG
78662,"2026-07-02 21:32:15.255370",Starting update loop: 26199,DEBUG
78663,"2026-07-02 21:32:15.619819",no target found,INFO
78664,"2026-07-02 21:32:15.624107",Ending update loop: 26199,DEBUG
78665,"2026-07-02 21:32:16.255611",Starting update loop: 26200,DEBUG
78666,"2026-07-02 21:32:16.509249",no target found,INFO
78667,"2026-07-02 21:32:16.514185",Ending update loop: 26200,DEBUG
78668,"2026-07-02 21:32:17.254840",Starting update loop: 26201,DEBUG
78669,"2026-07-02 21:32:17.509602",no target found,INFO
78670,"2026-07-02 21:32:17.514500",Ending update loop: 26201,DEBUG
78671,"2026-07-02 21:32:18.255074",Starting update loop: 26202,DEBUG
78672,"2026-07-02 21:32:18.766767",no target found,INFO
78673,"2026-07-02 21:32:18.772188",Ending update loop: 26202,DEBUG
78674,"2026-07-02 21:32:19.255001",Starting update loop: 26203,DEBUG
78675,"2026-07-02 21:32:19.507330",no target found,INFO
78676,"2026-07-02 21:32:19.511469",Ending update loop: 26203,DEBUG
78677,"2026-07-02 21:32:20.254523",Starting update loop: 26204,DEBUG
78678,"2026-07-02 21:32:20.566792",no target found,INFO
78679,"2026-07-02 21:32:20.571123",task f4fd4b4c-a7fc-4e87-b66e-b994045adde7 failed: ,WARNING
78680,"2026-07-02 21:32:20.576317",Ending update loop: 26204,DEBUG
78681,"2026-07-02 21:32:21.254513",Starting update loop: 26205,DEBUG
78682,"2026-07-02 21:32:21.487804",selected target https://www.play-in.com/en/extension/1320/lorwyn-eclipse/cartes/?_rsc=thdsj,INFO
78683,"2026-07-02 21:32:21.494965",unable to create a new instance,WARNING
78684,"2026-07-02 21:32:21.497809",no browser available for f4fd4b4c-a7fc-4e87-b66e-b994045adde7,WARNING
78685,"2026-07-02 21:32:21.500794",Ending update loop: 26205,DEBUG
78686,"2026-07-02 21:32:22.255012",Starting update loop: 26206,DEBUG
78687,"2026-07-02 21:32:22.599508",selected target https://www.play-in.com/en/extension/1320/lorwyn-eclipse/cartes/?_rsc=thdsj,INFO
78688,"2026-07-02 21:32:22.605872",unable to create a new instance,WARNING
78689,"2026-07-02 21:32:22.608866",no browser available for f4fd4b4c-a7fc-4e87-b66e-b994045adde7,WARNING
78690,"2026-07-02 21:32:22.611650",Ending update loop: 26206,DEBUG
78691,"2026-07-02 21:32:23.254640",Starting update loop: 26207,DEBUG
78692,"2026-07-02 21:32:23.488741",selected target https://www.play-in.com/en/extension/1320/lorwyn-eclipse/cartes/?_rsc=thdsj,INFO
78693,"2026-07-02 21:32:23.492496",unable to create a new instance,WARNING
78694,"2026-07-02 21:32:23.495311",no browser available for f4fd4b4c-a7fc-4e87-b66e-b994045adde7,WARNING
78695,"2026-07-02 21:32:23.498458",Ending update loop: 26207,DEBUG
78696,"2026-07-02 21:32:24.254507",Starting update loop: 26208,DEBUG
78697,"2026-07-02 21:32:24.555751",selected target https://www.play-in.com/en/extension/1320/lorwyn-eclipse/cartes/?_rsc=thdsj,INFO
78698,"2026-07-02 21:32:24.559645",unable to create a new instance,WARNING
78699,"2026-07-02 21:32:24.562854",no browser available for f4fd4b4c-a7fc-4e87-b66e-b994045adde7,WARNING
78700,"2026-07-02 21:32:24.565811",Ending update loop: 26208,DEBUG
78701,"2026-07-02 21:32:25.254533",Starting update loop: 26209,DEBUG
78702,"2026-07-02 21:32:25.521892",selected target https://www.play-in.com/en/extension/1320/lorwyn-eclipse/cartes/?_rsc=thdsj,INFO
78703,"2026-07-02 21:32:25.525998",unable to create a new instance,WARNING
78704,"2026-07-02 21:32:25.528840",no browser available for f4fd4b4c-a7fc-4e87-b66e-b994045adde7,WARNING
78705,"2026-07-02 21:32:25.533060",Ending update loop: 26209,DEBUG
78706,"2026-07-02 21:32:26.254478",Starting update loop: 26210,DEBUG
78707,"2026-07-02 21:32:26.592473",selected target https://www.play-in.com/en/extension/1320/lorwyn-eclipse/cartes/?_rsc=thdsj,INFO
78708,"2026-07-02 21:32:26.597144",unable to create a new instance,WARNING
78709,"2026-07-02 21:32:26.603140",no browser available for f4fd4b4c-a7fc-4e87-b66e-b994045adde7,WARNING
78710,"2026-07-02 21:32:26.606338",Ending update loop: 26210,DEBUG
78711,"2026-07-02 21:32:27.254960",Starting update loop: 26211,DEBUG
78712,"2026-07-02 21:32:27.485444",selected target https://www.play-in.com/en/extension/1320/lorwyn-eclipse/cartes/?_rsc=thdsj,INFO
78713,"2026-07-02 21:32:27.489789",unable to create a new instance,WARNING
78714,"2026-07-02 21:32:27.493212",no browser available for f4fd4b4c-a7fc-4e87-b66e-b994045adde7,WARNING
78715,"2026-07-02 21:32:27.496369",Ending update loop: 26211,DEBUG
78716,"2026-07-02 21:32:28.255447",Starting update loop: 26212,DEBUG
78717,"2026-07-02 21:32:29.238454",selected target https://www.play-in.com/en/extension/1320/lorwyn-eclipse/cartes/?_rsc=thdsj,INFO
78718,"2026-07-02 21:32:29.243480",unable to create a new instance,WARNING
78719,"2026-07-02 21:32:29.247859",no browser available for f4fd4b4c-a7fc-4e87-b66e-b994045adde7,WARNING
78720,"2026-07-02 21:32:29.251328",Ending update loop: 26212,DEBUG
78721,"2026-07-02 21:32:29.255935",Starting update loop: 26213,DEBUG
78722,"2026-07-02 21:32:29.499995",selected target https://www.play-in.com/en/extension/1320/lorwyn-eclipse/cartes/?_rsc=thdsj,INFO
78723,"2026-07-02 21:32:29.504478",unable to create a new instance,WARNING
78724,"2026-07-02 21:32:29.509397",no browser available for f4fd4b4c-a7fc-4e87-b66e-b994045adde7,WARNING
78725,"2026-07-02 21:32:29.515287",Ending update loop: 26213,DEBUG
78726,"2026-07-02 21:32:30.254618",Starting update loop: 26214,DEBUG
78727,"2026-07-02 21:32:30.606912",selected target https://www.play-in.com/en/extension/1320/lorwyn-eclipse/cartes/?_rsc=thdsj,INFO
78728,"2026-07-02 21:32:30.611485",unable to create a new instance,WARNING
78729,"2026-07-02 21:32:30.617199",no browser available for f4fd4b4c-a7fc-4e87-b66e-b994045adde7,WARNING
78730,"2026-07-02 21:32:30.620895",Ending update loop: 26214,DEBUG
78731,"2026-07-02 21:32:31.254227",Starting update loop: 26215,DEBUG
78732,"2026-07-02 21:32:31.496873",selected target https://www.play-in.com/en/extension/1320/lorwyn-eclipse/cartes/?_rsc=thdsj,INFO
78733,"2026-07-02 21:32:31.501083",unable to create a new instance,WARNING
78734,"2026-07-02 21:32:31.503816",no browser available for f4fd4b4c-a7fc-4e87-b66e-b994045adde7,WARNING
78735,"2026-07-02 21:32:31.506642",Ending update loop: 26215,DEBUG
78736,"2026-07-02 21:32:32.254996",Starting update loop: 26216,DEBUG
78737,"2026-07-02 21:32:32.615119",selected target https://www.play-in.com/en/extension/1320/lorwyn-eclipse/cartes/?_rsc=thdsj,INFO
78738,"2026-07-02 21:32:32.620526",unable to create a new instance,WARNING
78739,"2026-07-02 21:32:32.623802",no browser available for f4fd4b4c-a7fc-4e87-b66e-b994045adde7,WARNING
78740,"2026-07-02 21:32:32.628559",Ending update loop: 26216,DEBUG
78741,"2026-07-02 21:32:33.254566",Starting update loop: 26217,DEBUG
78742,"2026-07-02 21:32:33.483597",selected target https://www.play-in.com/en/extension/1320/lorwyn-eclipse/cartes/?_rsc=thdsj,INFO
78743,"2026-07-02 21:32:33.488226",unable to create a new instance,WARNING
78744,"2026-07-02 21:32:33.492535",no browser available for f4fd4b4c-a7fc-4e87-b66e-b994045adde7,WARNING
78745,"2026-07-02 21:32:33.495333",Ending update loop: 26217,DEBUG
78746,"2026-07-02 21:32:34.254587",Starting update loop: 26218,DEBUG
78747,"2026-07-02 21:32:37.163301",selected target https://www.play-in.com/en/extension/1320/lorwyn-eclipse/cartes/?_rsc=thdsj,INFO
78748,"2026-07-02 21:32:37.167748",unable to create a new instance,WARNING
78749,"2026-07-02 21:32:37.170842",no browser available for f4fd4b4c-a7fc-4e87-b66e-b994045adde7,WARNING
78750,"2026-07-02 21:32:37.173913",Ending update loop: 26218,DEBUG
78751,"2026-07-02 21:32:37.176933",Starting update loop: 26219,DEBUG
78752,"2026-07-02 21:32:37.410675",selected target https://www.play-in.com/en/extension/1320/lorwyn-eclipse/cartes/?_rsc=thdsj,INFO
78753,"2026-07-02 21:32:37.415160",unable to create a new instance,WARNING
78754,"2026-07-02 21:32:37.418401",no browser available for f4fd4b4c-a7fc-4e87-b66e-b994045adde7,WARNING
78755,"2026-07-02 21:32:37.424526",Ending update loop: 26219,DEBUG
78756,"2026-07-02 21:32:37.427509",Starting update loop: 26220,DEBUG
78757,"2026-07-02 21:32:37.656228",selected target https://www.play-in.com/en/extension/1320/lorwyn-eclipse/cartes/?_rsc=thdsj,INFO
78758,"2026-07-02 21:32:37.661563",unable to create a new instance,WARNING
78759,"2026-07-02 21:32:37.664670",no browser available for f4fd4b4c-a7fc-4e87-b66e-b994045adde7,WARNING
78760,"2026-07-02 21:32:37.669141",Ending update loop: 26220,DEBUG
78761,"2026-07-02 21:32:37.672990",Starting update loop: 26221,DEBUG
78762,"2026-07-02 21:32:37.908568",selected target https://www.play-in.com/en/extension/1320/lorwyn-eclipse/cartes/?_rsc=thdsj,INFO
78763,"2026-07-02 21:32:37.922317",unable to create a new instance,WARNING
78764,"2026-07-02 21:32:37.931443",no browser available for f4fd4b4c-a7fc-4e87-b66e-b994045adde7,WARNING
78765,"2026-07-02 21:32:37.935997",Ending update loop: 26221,DEBUG
78766,"2026-07-02 21:32:38.255220",Starting update loop: 26222,DEBUG
78767,"2026-07-02 21:32:39.030995",selected target https://www.play-in.com/en/extension/1320/lorwyn-eclipse/cartes/?_rsc=thdsj,INFO
78768,"2026-07-02 21:32:39.045069",browser Clever Lucy selected for f4fd4b4c-a7fc-4e87-b66e-b994045adde7,INFO
78769,"2026-07-02 21:32:39.052353",Ending update loop: 26222,DEBUG
78770,"2026-07-02 21:32:39.254470",Starting update loop: 26223,DEBUG
78771,"2026-07-02 21:32:39.508822",no target found,INFO
78772,"2026-07-02 21:32:39.517123",Ending update loop: 26223,DEBUG
78773,"2026-07-02 21:32:40.255109",Starting update loop: 26224,DEBUG
78774,"2026-07-02 21:32:40.681478",no target found,INFO
78775,"2026-07-02 21:32:40.685776",Ending update loop: 26224,DEBUG
78776,"2026-07-02 21:32:41.256035",Starting update loop: 26225,DEBUG
78777,"2026-07-02 21:32:41.487541",no target found,INFO
78778,"2026-07-02 21:32:41.492132",Ending update loop: 26225,DEBUG
78779,"2026-07-02 21:32:42.254398",Starting update loop: 26226,DEBUG
78780,"2026-07-02 21:32:42.628172",no target found,INFO
78781,"2026-07-02 21:32:42.632908",Ending update loop: 26226,DEBUG
78782,"2026-07-02 21:32:43.254720",Starting update loop: 26227,DEBUG
78783,"2026-07-02 21:32:43.504965",no target found,INFO
78784,"2026-07-02 21:32:43.509979",Ending update loop: 26227,DEBUG
78785,"2026-07-02 21:32:44.254450",Starting update loop: 26228,DEBUG
78786,"2026-07-02 21:32:44.566242",no target found,INFO
78787,"2026-07-02 21:32:44.570701",task f18c9a26-544c-44ea-a72b-097c28445603 failed: ,WARNING
78788,"2026-07-02 21:32:44.570787",task 8133d8d1-56e0-4147-acf2-9aac9866207c failed: ,WARNING
78789,"2026-07-02 21:32:44.579356",Ending update loop: 26228,DEBUG
78790,"2026-07-02 21:32:45.254538",Starting update loop: 26229,DEBUG
78791,"2026-07-02 21:32:45.756840",selected target https://www.play-in.com/en/extension/1401/magic-the-gathering-le-hobbit/cartes/?_rsc=thdsj,INFO
78792,"2026-07-02 21:32:45.761970",unable to create a new instance,WARNING
78793,"2026-07-02 21:32:45.764805",no browser available for f18c9a26-544c-44ea-a72b-097c28445603,WARNING
78794,"2026-07-02 21:32:45.769305",Ending update loop: 26229,DEBUG
78795,"2026-07-02 21:32:46.254665",Starting update loop: 26230,DEBUG
78796,"2026-07-02 21:32:46.493367",selected target https://www.play-in.com/en/extension/1401/magic-the-gathering-le-hobbit/cartes/?_rsc=thdsj,INFO
78797,"2026-07-02 21:32:46.497553",unable to create a new instance,WARNING
78798,"2026-07-02 21:32:46.500206",no browser available for f18c9a26-544c-44ea-a72b-097c28445603,WARNING
78799,"2026-07-02 21:32:46.503722",Ending update loop: 26230,DEBUG
78800,"2026-07-02 21:32:47.254447",Starting update loop: 26231,DEBUG
78801,"2026-07-02 21:32:47.593095",selected target https://www.play-in.com/en/extension/1401/magic-the-gathering-le-hobbit/cartes/?_rsc=thdsj,INFO
78802,"2026-07-02 21:32:47.599564",unable to create a new instance,WARNING
78803,"2026-07-02 21:32:47.604208",no browser available for f18c9a26-544c-44ea-a72b-097c28445603,WARNING
78804,"2026-07-02 21:32:47.607600",Ending update loop: 26231,DEBUG
78805,"2026-07-02 21:32:48.254908",Starting update loop: 26232,DEBUG
78806,"2026-07-02 21:32:48.491610",selected target https://www.play-in.com/en/extension/1401/magic-the-gathering-le-hobbit/cartes/?_rsc=thdsj,INFO
78807,"2026-07-02 21:32:48.497271",unable to create a new instance,WARNING
78808,"2026-07-02 21:32:48.500285",no browser available for f18c9a26-544c-44ea-a72b-097c28445603,WARNING
78809,"2026-07-02 21:32:48.503166",Ending update loop: 26232,DEBUG
78810,"2026-07-02 21:32:49.254258",Starting update loop: 26233,DEBUG
78811,"2026-07-02 21:32:49.545082",selected target https://www.play-in.com/en/extension/1401/magic-the-gathering-le-hobbit/cartes/?_rsc=thdsj,INFO
78812,"2026-07-02 21:32:49.590613",unable to create a new instance,WARNING
78813,"2026-07-02 21:32:49.598666",no browser available for f18c9a26-544c-44ea-a72b-097c28445603,WARNING
78814,"2026-07-02 21:32:49.613915",Ending update loop: 26233,DEBUG
78815,"2026-07-02 21:32:50.254930",Starting update loop: 26234,DEBUG
78816,"2026-07-02 21:32:50.500308",selected target https://www.play-in.com/en/extension/1401/magic-the-gathering-le-hobbit/cartes/?_rsc=thdsj,INFO
78817,"2026-07-02 21:32:50.503443",unable to create a new instance,WARNING
78818,"2026-07-02 21:32:50.506630",no browser available for f18c9a26-544c-44ea-a72b-097c28445603,WARNING
78819,"2026-07-02 21:32:50.509638",Ending update loop: 26234,DEBUG
78820,"2026-07-02 21:32:51.254818",Starting update loop: 26235,DEBUG
78821,"2026-07-02 21:32:51.677341",selected target https://www.play-in.com/en/extension/1401/magic-the-gathering-le-hobbit/cartes/?_rsc=thdsj,INFO
78822,"2026-07-02 21:32:51.686866",unable to create a new instance,WARNING
78823,"2026-07-02 21:32:51.689913",no browser available for f18c9a26-544c-44ea-a72b-097c28445603,WARNING
78824,"2026-07-02 21:32:51.693218",Ending update loop: 26235,DEBUG
78825,"2026-07-02 21:32:52.254628",Starting update loop: 26236,DEBUG
78826,"2026-07-02 21:32:52.495988",selected target https://www.play-in.com/en/extension/1401/magic-the-gathering-le-hobbit/cartes/?_rsc=thdsj,INFO
78827,"2026-07-02 21:32:52.500997",unable to create a new instance,WARNING
78828,"2026-07-02 21:32:52.504561",no browser available for f18c9a26-544c-44ea-a72b-097c28445603,WARNING
78829,"2026-07-02 21:32:52.508983",Ending update loop: 26236,DEBUG
78830,"2026-07-02 21:32:53.258854",Starting update loop: 26237,DEBUG
78831,"2026-07-02 21:32:54.092160",selected target https://www.play-in.com/en/extension/1401/magic-the-gathering-le-hobbit/cartes/?_rsc=thdsj,INFO
78832,"2026-07-02 21:32:54.096773",unable to create a new instance,WARNING
78833,"2026-07-02 21:32:54.099395",no browser available for f18c9a26-544c-44ea-a72b-097c28445603,WARNING
78834,"2026-07-02 21:32:54.102134",Ending update loop: 26237,DEBUG
78835,"2026-07-02 21:32:54.254191",Starting update loop: 26238,DEBUG
78836,"2026-07-02 21:32:54.500415",selected target https://www.play-in.com/en/extension/1401/magic-the-gathering-le-hobbit/cartes/?_rsc=thdsj,INFO
78837,"2026-07-02 21:32:54.507672",unable to create a new instance,WARNING
78838,"2026-07-02 21:32:54.510784",no browser available for f18c9a26-544c-44ea-a72b-097c28445603,WARNING
78839,"2026-07-02 21:32:54.515312",Ending update loop: 26238,DEBUG
78840,"2026-07-02 21:32:55.255124",Starting update loop: 26239,DEBUG
78841,"2026-07-02 21:32:55.571941",selected target https://www.play-in.com/en/extension/1401/magic-the-gathering-le-hobbit/cartes/?_rsc=thdsj,INFO
78842,"2026-07-02 21:32:55.577019",unable to create a new instance,WARNING
78843,"2026-07-02 21:32:55.580639",no browser available for f18c9a26-544c-44ea-a72b-097c28445603,WARNING
78844,"2026-07-02 21:32:55.584393",Ending update loop: 26239,DEBUG
78845,"2026-07-02 21:32:56.254844",Starting update loop: 26240,DEBUG
78846,"2026-07-02 21:32:56.516781",selected target https://www.play-in.com/en/extension/1401/magic-the-gathering-le-hobbit/cartes/?_rsc=thdsj,INFO
78847,"2026-07-02 21:32:56.521280",unable to create a new instance,WARNING
78848,"2026-07-02 21:32:56.525678",no browser available for f18c9a26-544c-44ea-a72b-097c28445603,WARNING
78849,"2026-07-02 21:32:56.529167",Ending update loop: 26240,DEBUG
78850,"2026-07-02 21:32:57.254511",Starting update loop: 26241,DEBUG
78851,"2026-07-02 21:32:57.679358",selected target https://www.play-in.com/en/extension/1401/magic-the-gathering-le-hobbit/cartes/?_rsc=thdsj,INFO
78852,"2026-07-02 21:32:57.684342",unable to create a new instance,WARNING
78853,"2026-07-02 21:32:57.689912",no browser available for f18c9a26-544c-44ea-a72b-097c28445603,WARNING
78854,"2026-07-02 21:32:57.694765",Ending update loop: 26241,DEBUG
78855,"2026-07-02 21:32:58.254592",Starting update loop: 26242,DEBUG
78856,"2026-07-02 21:32:58.489619",selected target https://www.play-in.com/en/extension/1401/magic-the-gathering-le-hobbit/cartes/?_rsc=thdsj,INFO
78857,"2026-07-02 21:32:58.493900",unable to create a new instance,WARNING
78858,"2026-07-02 21:32:58.496755",no browser available for f18c9a26-544c-44ea-a72b-097c28445603,WARNING
78859,"2026-07-02 21:32:58.499674",Ending update loop: 26242,DEBUG
78860,"2026-07-02 21:32:59.254594",Starting update loop: 26243,DEBUG
78861,"2026-07-02 21:32:59.559574",selected target https://www.play-in.com/en/extension/1401/magic-the-gathering-le-hobbit/cartes/?_rsc=thdsj,INFO
78862,"2026-07-02 21:32:59.564610",unable to create a new instance,WARNING
78863,"2026-07-02 21:32:59.568089",no browser available for f18c9a26-544c-44ea-a72b-097c28445603,WARNING
78864,"2026-07-02 21:32:59.572184",Ending update loop: 26243,DEBUG
78865,"2026-07-02 21:33:00.254805",Starting update loop: 26244,DEBUG
78866,"2026-07-02 21:33:00.503757",selected target https://www.play-in.com/en/extension/1401/magic-the-gathering-le-hobbit/cartes/?_rsc=thdsj,INFO
78867,"2026-07-02 21:33:00.507460",unable to create a new instance,WARNING
78868,"2026-07-02 21:33:00.511827",no browser available for f18c9a26-544c-44ea-a72b-097c28445603,WARNING
78869,"2026-07-02 21:33:00.516489",Ending update loop: 26244,DEBUG
78870,"2026-07-02 21:33:01.254985",Starting update loop: 26245,DEBUG
78871,"2026-07-02 21:33:01.552358",selected target https://www.play-in.com/en/extension/1401/magic-the-gathering-le-hobbit/cartes/?_rsc=thdsj,INFO
78872,"2026-07-02 21:33:01.556692",unable to create a new instance,WARNING
78873,"2026-07-02 21:33:01.561395",no browser available for f18c9a26-544c-44ea-a72b-097c28445603,WARNING
78874,"2026-07-02 21:33:01.564373",Ending update loop: 26245,DEBUG
78875,"2026-07-02 21:33:02.254767",Starting update loop: 26246,DEBUG
78876,"2026-07-02 21:33:02.486395",selected target https://www.play-in.com/en/extension/1401/magic-the-gathering-le-hobbit/cartes/?_rsc=thdsj,INFO
78877,"2026-07-02 21:33:02.491296",unable to create a new instance,WARNING
78878,"2026-07-02 21:33:02.495999",no browser available for f18c9a26-544c-44ea-a72b-097c28445603,WARNING
78879,"2026-07-02 21:33:02.500363",Ending update loop: 26246,DEBUG
78880,"2026-07-02 21:33:03.254549",Starting update loop: 26247,DEBUG
78881,"2026-07-02 21:33:07.346067",selected target https://www.play-in.com/en/extension/1401/magic-the-gathering-le-hobbit/cartes/?_rsc=thdsj,INFO
78882,"2026-07-02 21:33:07.361029",unable to create a new instance,WARNING
78883,"2026-07-02 21:33:07.364173",no browser available for f18c9a26-544c-44ea-a72b-097c28445603,WARNING
78884,"2026-07-02 21:33:07.367363",Ending update loop: 26247,DEBUG
78885,"2026-07-02 21:33:07.370233",Starting update loop: 26248,DEBUG
78886,"2026-07-02 21:33:07.601634",selected target https://www.play-in.com/en/extension/1401/magic-the-gathering-le-hobbit/cartes/?_rsc=thdsj,INFO
78887,"2026-07-02 21:33:07.605893",unable to create a new instance,WARNING
78888,"2026-07-02 21:33:07.612271",no browser available for f18c9a26-544c-44ea-a72b-097c28445603,WARNING
78889,"2026-07-02 21:33:07.615971",Ending update loop: 26248,DEBUG
78890,"2026-07-02 21:33:07.619228",Starting update loop: 26249,DEBUG
78891,"2026-07-02 21:33:07.862174",selected target https://www.play-in.com/en/extension/1401/magic-the-gathering-le-hobbit/cartes/?_rsc=thdsj,INFO
78892,"2026-07-02 21:33:07.866719",unable to create a new instance,WARNING
78893,"2026-07-02 21:33:07.869580",no browser available for f18c9a26-544c-44ea-a72b-097c28445603,WARNING
78894,"2026-07-02 21:33:07.873262",Ending update loop: 26249,DEBUG
78895,"2026-07-02 21:33:07.876350",Starting update loop: 26250,DEBUG
78896,"2026-07-02 21:33:08.118443",selected target https://www.play-in.com/en/extension/1401/magic-the-gathering-le-hobbit/cartes/?_rsc=thdsj,INFO
78897,"2026-07-02 21:33:08.122451",unable to create a new instance,WARNING
78898,"2026-07-02 21:33:08.125103",no browser available for f18c9a26-544c-44ea-a72b-097c28445603,WARNING
78899,"2026-07-02 21:33:08.129780",Ending update loop: 26250,DEBUG
78900,"2026-07-02 21:33:08.133962",Starting update loop: 26251,DEBUG
78901,"2026-07-02 21:33:08.530417",selected target https://www.play-in.com/en/extension/1401/magic-the-gathering-le-hobbit/cartes/?_rsc=thdsj,INFO
78902,"2026-07-02 21:33:08.534870",unable to create a new instance,WARNING
78903,"2026-07-02 21:33:08.539053",no browser available for f18c9a26-544c-44ea-a72b-097c28445603,WARNING
78904,"2026-07-02 21:33:08.544259",Ending update loop: 26251,DEBUG
78905,"2026-07-02 21:33:08.547206",Starting update loop: 26252,DEBUG
78906,"2026-07-02 21:33:08.804394",selected target https://www.play-in.com/en/extension/1401/magic-the-gathering-le-hobbit/cartes/?_rsc=thdsj,INFO
78907,"2026-07-02 21:33:08.810552",unable to create a new instance,WARNING
78908,"2026-07-02 21:33:08.814441",no browser available for f18c9a26-544c-44ea-a72b-097c28445603,WARNING
